index,moneyAmount,serialNumber,leftNumber1,rightNumber1,leftNumber2,rightNumber2,leftNumber3,rightNumber3,leftNumber4,rightNumber4,leftNumber5,rightNumber5,leftNumber6,rightNumber6,leftNumber7,rightNumber7,leftNumber8,rightNumber8,leftNumber9,rightNumber9,leftNumber10,rightNumber10,leftNumber11,rightNumber11,leftNumber12,rightNumber12,leftNumber13,rightNumber13,leftNumber14,rightNumber14,leftNumber15,rightNumber15
12,100,44025904,JgHcyzymDkOszSqYaCwwCxCjwXAsMJh5fTje2Z7Oo5Q=,2Pvqt3gzDRPIsf++FdHf0iACCVHmm9a8NufCa8mBp6k=,Lj6gH8IGfHsdHRGX+yfZckSTa9awtIaRbdahAOK+g/g=,dG8YzKLZR0/f7z4bq/mGBYE1dfS6Y6+Ji7vERvNVfHk=,hIPIGAQj2xSRxbFm2H8RUtYV2VasKq7/mmlpqGwAdpE=,Di0hkpsLQzvZ2In9IzMkJY/Ejj1ud4K2tTY3U2TQ3r8=,T3AAZJK2ajPC8emmoHhaiDFcyjADqWalim8cHkpAgOs=,hf8vhw0aM95cW1cpVABkm+NM0NNSsxApYkDSGB6Nu+o=,Q6Re4kzseESM6zzvxhegnyOKxIU/VlOU5rpt2Hd1HK4=,s5gEC4t1QQ7Lvzz5Y1VRoFk+Wiym4D16kYbykFLwS/8=,tsGso1zv038VBS1OZLzPB801D4k/Lk0V3K6Eml+zC3U=,pPC9Guva/Y2YnJoCjAb5pz53YURNpBbvkicigzMr+tU=,J7uSKbmDtJnIBJWxp8Fid2K/VjP9NwE0kAjcg9yjbQQ=,jPH1hq/CbunBOu09GxiRuzXn0ALXryvBA+1fKxs0SRo=,wfEYMiXN2w2RU1R5jX6M/2M0/6aAhMLeMqp1QaMNHpg=,T5UqCXV26BRXhCC6uRPHx/8fJmFpTuX3lC4Mu83LFd4=,KGUjjPdOfMHOfTGEkwJXlHAbqPgjqePghT+AfG+IJiU=,xJ+Pf2aOeLKCEuxc/GCGtCcftJ8luRKU+INXcyO8Lts=,uH3EFweeqduF+VfTOGorMcUl96VnuJapSTScijvUDMA=,Z2ryB3lG7NLnbVJEy8J5vdrzKbnkde+KmUHn/8BZrX0=,Ucqt/2bcbE3BMXbGmpzGEzxPRN3C8O5J3jg+bmc3Olk=,eKlsY8dGsLdPyF+RWHT+gwOG8Ol+M4hbKXvmbjP1AtQ=,n8Aln3BwQmg7XfouxkAaTs972SU9hfPFw/W2NX4BOvc=,q3xxaxbhkJVC4XVA49y3ZPIUTiXm1iex9pzDtVlwiH8=,gHIc4SuccZSFF/Y8/cpeRLvNOTOhTUUFDIMIcD5cPlU=,pVGk3y+u2Wi8lJUSq01j25Lxb1Dr8hek0mlvDBAu++A=,BB0EyY4lsdXrMayFKt2Hrukkq1nABAJzc6/RHMWZVjs=,PBGILsM5A6wtkzYUaKc8WXLnDEwmz+7SA+ZQt/tPKyk=,4NzkGDn0G2yPGB+lnGdXXJXbwYvhK5jIw104YigADfY=,7GIVXOH3TK5t83u2IzHvwUyaoxWyF3tdbpfIFRdC28w=
13,100,23387325,VnaOaQempvMUm5nAD79CpjweoxBp21o6OFzReCMI4xo=,GNhKHSCj2BR/dGyOlzemsTOuiIAcBTXk2LxD54XbvOA=,uLW5RsNJvlAsCCIC0b310q5p/dabZ5GXB1Gszs5ACL0=,dX8D1/qolNGr2n6f+KfE/hUcazuYRsQj5kRwx57eN3Q=,OddWGoednLrAzhpx6KXmfgp8QOX/niuqqZTAwmcbqsU=,7AYynGPiAOAhZfkKIzaa3zi1zy8UN/67uiN8ZtM6WM0=,Azbg5QSg8t2XPNjGBBOo8VgfgydCP3jhHP5QjEVr0sc=,ZkVDrlDy/MaRz6Gxy2W0mGRBgEFKhXgbkdSuvmDpayM=,5gGvTlq3X3+dZvRlF+bnzcEffsA4b3IAXopnPkjvTaA=,lJkeJTsWyJqdjg+IKpXluU0i+9lOIHtCsoa9zb3w3KI=,yakWOu32co+JGKslGEjW1nJPICq0tGTDBkpRxMR4qoI=,1rKXaGbaCl0QpdGq8CbcAf7oTKqX6z3beB3Gg8cKJT4=,l/SESDMxpjCwzQUCHH1vzgnJMPn2401hyuMWhwpLbzc=,ypPSzSuM5I0maQkXJV73/pff7BPfurQ830mj5tVySbc=,8EXX9LLwgMd5fCYHP/N0Gk36bQg9MR3paOVd69//UfE=,3Ig4dsHMPYr4CAWBIqKOKm8ova4VnSowNsjp/8WiodA=,p8J2EusrXbzUwcMnaTD9fW0cqvDjIODx/W0PXrAYMTw=,X3Iq4PWjuOwf1PSvIaIPrkTBFiVp3E0NKZZ7X1mZea4=,CiAgQCgU733weBw/rUNkRqBEOGNIsrp3SZvONmpf5ic=,pYR7iEuCqmCmChidelrD+RB/O4trvVouuU4l8tzwOE8=,fencYuG60VucmhgXulCDGjQFUyWHbRLXvuCV6xPXAiY=,9GARWNElmLvOOpvwsHy0qH8WdO5LaUf3MkcVDKdI0VA=,fIHDE5Qmnxb3rjOVHS3c9Oy9ck1QT+av/yzh8tts56M=,9lnwuVsbJK5K74Sg55+0orMjkDfU+nVJa+XH8CarKoY=,5WA6AJrTTGY6aBI4CsvjC9sd/xEXuGYSLfaRmtjwmE0=,YxwY+7Y2QOZujkQPCevjwvTbLZrk75p05BBz/GLVWeE=,J4hRiZPSCwbTpzeZjcoYFNPqgUyBfBEqtJ/oadVSWgg=,WrIdGmq+mUAoouyFKl7BtEXiBoD86UBpCqaNWMzbOvo=,OlnGJdNt48S43INZAK97fFBG11BQYXqogM4grdNaOk0=,tzSSKRrBWCZEyfrP4UAV7zTYGZrGMSVo+hAPZmLc2cw=
14,100,58137761,uHPta0rWcNRnLT8MXvQxqy3e4azTk5u1UjJjiHdATXk=,MsMENmiXCdW/07hDpv1tOzC0em7WRKx6radBINj9Qis=,Ak/yKCY8Woc0ZHEfeSCoiGEwAXU+ynvT/BsZGEfpb6s=,6hT2fmOqzll8N+V2P6vHl+w75m6PU9oMy4m+IyeaPz8=,P2/9U10uDpXlOLoaP9xLz998JwsOL61sTM5+Mlegqmg=,R7hCk4oRG7i9b+xK42og3gnp/AbAalgodkTi1vj2k1E=,TQEvi1UpBsKH1N3uNHFv3bNGyFDOHG/TdTw/L+kCcOk=,pmsw4gPbgHF4AaI8kaJ1/5twAkY8tBAFxHnJIExRvc8=,8VOGkcPGrhb1oaetWUvIBi8boHgR6jaJWxA0WZNOQAI=,7dNEZbxmiSSN0xspt1idtsxeXT13F2bzZIShOE9vLe0=,ApT+AirMKZaSnp76pFRwpVMwxL9ORchvqPgtruFXePE=,bN91PkcBuLSIz4GWho/r1cLpY0oYnjfJfzDte3+QT8k=,4dwmXAdjnqmqQ7qvZrfMenC5NJvi51AzOkZ3Yb13Xfg=,JOu19pLjEg/Dusvxmo4HYwgfH1LDg5m3Y/pKLCnJwbE=,eYg7kvXR7ypsLhS/951aFF05W1QNEkG2GZAyVgaksPg=,uXpk1ng7xO2G+yg52AxNWGdstQwxm2vNxVGLbtIMEG4=,GkTYMrzLsEewyXO8+obvQLKn9sOyxfRqbV5ABeSMvP0=,pwkLVXn+Z3F2rsn1JWVpktjWokE826clEZISIZkey9M=,4U3T91mI3Wz80/BKuFBp4El5sRiQB9TJ0pkp3mZFGD8=,sDLhnYjGHZcxtNxg6KxC0f4nREXJWxMzfL0TlPq2aSs=,MLBduO2yJdPg6OSS1U9IKDqw4+eJ7TKfnp7B8+5gDBw=,GgcP35w2NJ2ffwVfRqLrwgPqJIl+e/g1gHJ5M30lkvI=,eLYSGTx1eUfEqdTDoWNb+WJrsTIKTl2LCRNWN8TkvvA=,EFvx1zweHNoFlDOYfikqijc3C6N90CgOD7cPRqyoo8E=,ozhsEbY7tjmjqrSjCiL20EghAwjlyByIClSq6hjT7OA=,ykIonUEv+k7vFiMd88nX7zFjcc6emBSL3NNmPZoLRkc=,xn7vDUz0KNOc9iNAlcif3wyVs7QdF+ISnZ07ZUEH4Lk=,1LmKRT7aEJECekQVPnp/an5cs/LbmgcG5J9pESGOI64=,4bbLqFMPL9dnAC9yQ9gaLa/JuMEL1N0MWk6NJ5rStJA=,yEUJOcPhnkRy0tt9MYsitdRrYuClC8v7PVc7CQYCuv8=
15,100,30856971,7CXzJzS91aJHijcL64R3C4be25h3xjDjpqH0DlHmzYk=,6UQS18MNgvU9TUQh+9n3ExTd+vat8fn5MDrp5rhkJXw=,P439fEU0PjBpSaIidaVh7BaCz8OrdkxvT9YIEU5ANNY=,418gcXqWNStEWkAyb5458imUoDT6EUDCk5zKplb9Ltc=,9NaWssRwyTCuw5f2YYXjYS+yf1HLak5VPe9rykw9hrk=,Yri8lncgudVz5W0c80+FBFI8Tb/1OaQlXYjuyx9VTGQ=,XNJ2la20+yYTjZtJRO0ifGfaNm6NT84a3/YmGG8+Nbk=,5zieo28RzxV8YZbQq/KaK5u0x8hOkycTdpDfGxDgFV8=,egLcGGlkmH04DjuTWqkmFq6cf50BABk5rAnoo0LTzjk=,dSCeakkxLdH2kgLsxozcsJbacj2smpKQTPFJqTEh/AM=,MjEWPpHD25r+wpfzmLVpEdpY5sBueYuAXAjJ/8gk9Ic=,of93er3n4ZIxF9x7sGeRTc7VflvKSXTaL4Y/5oTCZUc=,Q2GwHrUr4X0zRRS3NU1lvz+Q6CrXeS7g6RCK7tS//pQ=,p32dfNCBbhiF9VGCfDFS+E6uMflG22zGQLFMFcRSGLs=,/5TgO92JEE5sn7llihye7Y8dr8f/rSG5uXXhvgXF6fY=,FuZVQGYTViP4t6w+VVfpgbJ60nN/W5yuw+K8xfc+O+4=,/9khYXaQsrUeH9SEAFfT6w708hv2S9gxrdUcez7LgbU=,+zY+p3VbLxI3v9c++RhhoPBh87GCL/GKdo+OoTQcr6A=,XwjYSDx8UggOP/jomdps74+MOX+UG6XAksosSrbbYXs=,3n/sb5YAb+FOtmWEC+e0vlRBxkpQqbBim9IvSK1Gg74=,sPm+27qiGbxCJTmISpsEOJdZTSyq2C9mZ3MxdW/x0C0=,Q0raXbxJW6Gk9scl2TLDvsNYFS5cTZkToTKryFELQ+w=,SpQSOKffCMFzjRmv7UBrVvL16rAhwuKr1lD6tb2JlIY=,K0Qsn3R25wQIaKab23YzkRYqSZo+P/62zq3lKLNEWmg=,o+yMTxhh5r1ZMtPdTIcpKKelkhJMI0R1C4P+GxdP0ag=,8PLvmLMiDQqhxrl4AqrMrhEIFsXhw/JZY7CMC6rpkM4=,K1xrp/YQbjFe2emsTc+5HKC+vfnW3JBIC/mxxzD0heM=,MaSVtYkrGZAwaPDOABma7tQ0AWE1TMREQFQlTyaDq48=,2tXMSxHiwHZHpFEPvGmlPiWBWqBRFZnTtQ2dj3BXWTc=,WUXO9D0YhKVRys6evk96KUNHb5lMy/DxZjerHxANqO0=
16,100,94562955,ZKsq0ym5/cA8UZVx10bg+NrkUEBwGsdhNDrdJ2ulKcY=,/ILCRH2Z+dv5tcpqzQl0q3wxGKYP7BbG+xPPteSZ0v8=,8aLjiqME6z5fPJbwFyBrqKmvAbV03iuQEMi1VOeze1U=,yY9UTIFHlEf3lOrLrwu69D292fBCFnsfQVgbC3CQR5Y=,nG2p8p/ZBDS7r+k7ITPtQBRAd/blr/ck0FBwTCy08Aw=,uwOvFH4sgrcFR19a2msuZL0nBPTqIO4isKOtuvfya38=,xl6UE3bSPRYGTj+NgMEbIA6l4MGXLr7WNdamf0t0Pfw=,9bxFcjh17O1jn2n51wzX5hYPL14bAFVod5kbtCy5zyw=,N3ylBlb+IhX+SVqCkB4Xz66DQJ2ss0pTHfTo16Cp8dg=,VZ1DkMEWOKmGleWbYas7ZFpe5YRyA+PeN5IBKx5nmA8=,fy8gL/bvOgk6Eva18NuEW1I8H7kKjYYm+j5LpAtNaHE=,iWpwRhykgRjxx0NIM7vyFIAIFQZ4zWK4KYleVZXurDo=,QIW29pVUAo3crjWcalkKwZTsQcJ6PP+L7gWfkRrB6ek=,Uz058RYVzeyFp36P9JbfS1W42Rc2c21gYZEaAINGmEo=,iizGgRJgPWibLQ0iWk+z9JyrMKw41+h16aSVqLSl7qo=,MAqgNGS03nZFCUfGqiTLxL+7xu8s7ANBRQIxKaWXM0c=,Q92cNPKf0j/qtWfDSFIT+yUWyc5TLtoVlmMrsO0MurU=,jwwggbffPbO+EO5GQk6cvW+fbm3WHJoUI8ql9UfKQcA=,K1Vkr3w+566dZDO6JhD8ppAeXcxW4apHx2Win5xIRig=,k8b5DCJ9NjioaiseSJNuwH+sa7Xw4g/L3P/dlzgcfJg=,51Aa3o+1NDXmHvpklGPa9n0i73F/T9ZaiANNQVMoOJA=,yP1yJNZ70wNw53aq1qDFG6hJmmpAyflX83OeavgmpNE=,9GrrY9AX7L1DCEbaVLBXNq7lzfBea8wA38EZx2D3SCs=,4wTPTll1RPeAQbAVaIL0DMNLPdby9+jV+PnN5atciV8=,c4tqTLQFG1+VqtcSNkdj5H8BBg7VqRFK/5BbeJvwfWI=,AUBYhHs1KPuZ5xfApM2J8tow0ZgR1GbWOl1cCwp5z64=,wN+VMAtk1lUwZ3zbw2TQk7v1piJbTWDrsRL0ATgaqsw=,y4aUl2QQQfnzMQ2+9kldvpEPy7+3At21zTydY421gLE=,pxp8soUomMdAq9rPNbLRY3HITxXougKYS7oRJrTfqaU=,ULEqjwWfx9IVY0yI1wmuZf8RXtElIGMVqcqMOD9z/Cg=
18,100,47694420,Vs8ISsTz6JoHJPW4s5fKTr+561312qiXfs//iS6yh/4=,3f3kn2nLtHFW5BcjnVma0Xe0ATC9Wmr7nuQKBSl2ntc=,vC/tF318KK9sInox/5KP60wXh6ulxt5gVupbxGhguRA=,jwKl2ukJ14LKZtYOlnKAzM3WJJmGL9VhCSymLSZev7U=,cuKjX6yiRHn35Yq2NVjg6HPvy0Hoq04iUYRE+Ig05jI=,sHcSmsEa1CFmk8mqMLNKTjE3B41AjIcRweyhUZVydzU=,8aDCBNIbfH8d0GF53vhDFKAkF4M0xjJz7UgJqXRTa68=,cSn322P6dWcR10Qh41E1Rp4CNFol/okOgcHyQTRCAPs=,itqWKA4rczTbC3Xxe84p3tfUdVeSgQWNHjHSV7C3yFc=,g1aUHNDF9qoJxqc3eyP1pNj0dhJkvSu53YMgT4bu7Ts=,+SHNM3OfDcYbAsy2QAHDkfXb+mtiCZ6HHhoUw2vsUKo=,/f2aEQGS6KW8T+dr/58vIKp1xzkLYGBAdMPcpWZE+Vc=,0fW4AfhnvArz34X/a8ByxAOx1Pyz3xDBcEyqIEo760w=,6qjCIYj+pySYl1coIw7rXNav7E5v1gbTWxjK1ekL4tA=,7Dijxst5WzCPlftHI997FLZSuEGuOw4A9S1WLCLnD2Y=,LBh+wnhPCrsWPGJOGGSqtMgGgmJs0hfraUITl+hA5/0=,nBu+VrupX4CA0AcQY2ecESqc+FQBko+qOniKg8u5CF8=,SEzpeuEeT2qCyhy1EUOprAeb8vfLwTPaDtm/xz7hbvk=,G0IyC8WozWjy3GEDlscGAJAKuvgtHlROlpqMvL3cZvo=,Up5pZfjlZkWl89NifMgeB7usIK5QyWxDxo5wcQEeaag=,Uiy6cgcza9y8dgYKl8tMIwzQxoMdqSUZLRt9IVmWQ7w=,9F8l6IGnaUHCGlXcb1B/WwS8NmE7YKwfzUfCFBpaw+M=,MqfnMy0unIF7ky5nm6XyjtYz3Vu1D9Ml82wGLXJFED0=,gJWLRPlIgy9Azmz7ERJD//TzEEYVzHGw0MWnblHUL4I=,Y9eFNbVpCxs+MjZOYRm/vAC06TXIiWZNbi6Hvlhbxv4=,7jK0Pl/pWXF7vWXNCSi41vzrpHsWDV+6Phy81t55QgM=,gyWUjJfQkhiw1d4iGs5NI+9YWrHyGJD1ZHb6NZLOG4U=,TQZ+mlX5szaTOdp+UijWRSbM6W3hAapvULlO1FvUsss=,J8rf+gj+wHMN3w3nd6zHs+aADtJ6iCgqPl4R8rZC6ro=,xQ/wGHjIktzRxqLJ4joLrJ0krKO35iLLmlgn+we/cM8=
19,100,79063534,DO67SakElCp9OBmLLMOIKcl5x+gvFvSnVnZaUIjYGTY=,2x1OxNHorN0FYEpD7/v+qH2OeJPK8zzEkwR8T4VUqJI=,S4vAGPVwb0TZbT5WbiaFZppOzq5XqNbBZjcnn2Yd2DE=,d7YOZ6KooYtoi48/IvIGp/new8VW68gyE5Hm4pv09KQ=,2ooTmdNmk/FQe67nxR2AgBJ3fSCVD/9wwkoXTE6XQfo=,Su9hLE3sM1dywdyjwfacHliF6PWskX227oyoFpE/NGc=,USXdZsQQsGjDXVexCAQjcyLIUSYyx/RmX3GXy3rPRFw=,wgxK2Xw2/syL52bG6XpRNYBH/oAOFzjHBEdSFi7fGqU=,HRMvIgy0FxWlz4/n0JfDa6UPckuIjaql0PJQZNYn6B0=,qjD5rtgwy71i+RlQi1FBwwv+LEEVeNzLYa53swsRl7k=,n+6zC2Y6m2vRct/QyC7xlkB8jXnzHU7zYd6aMIRDi/Y=,lttid+1VdQCXlfMvFKkuRcugkffTyYhcNZoEbgaS5so=,+KHfOX0flqZJyDDvWhfVkPMVqMt1t0eGJK8JVk1bIXE=,/PMBKOQmoeqGv28gACQ5nM6iBdUhSwKjZ2YFWeLeymM=,AMDX10VL6alZjlAPA9e9SxBfSOTB0/HN6Bca0MKWbcI=,QNlhAiFlgBV2METi52OGpfaOI+Kq7vuPGTlFGR8ZmLM=,FXa7BSoaLgNPWG5hh1tnaEDRZAQ+xZ3ewAlEwnc6yCU=,cjxDsyq3IEHplTXl1lXZ+2KuDvNAImBwkwttWUXt8ME=,+hXKN7rZEnP3UndfPPzUsylkhmmUgTdcyB/+OiQEdX8=,olLCR7XEQwkb7apnGzjEev4ZVa4vxWHTaUe/HUS64GM=,fERpWvtylFJ1Xk4d43OiSpZcQ8u+uVixHPl/Hn6+Wok=,fm+OzJtdfJXwHdjWF6XefSM/WkA/KlTxNOzAupmjaHQ=,xI7W/9lDn7nZPWai+5vRkYYckomQmb14yDLaiCh7ViM=,Pp0FDBQYVMduH5zUY5I34GDfY8iWddGqeCEfBR2c6x0=,/QCFaD6NGHdW6LmrsEiD1sOW5cOvktFnSuoyFND9EFU=,7iTkVXhzcS4kRSqpmdHLDUJlToGa4dvEvt8Y32EYGIk=,jTMB2OhVM18m7Tc3fRFrzrBcHlklGw3F6UTR3ustHy0=,pCewoc0foZw8jldQSi0Cbs5eoZTo4SAAtSv+OQVuFNs=,RYSryZMNO6bjkMHXV80YivhRY+QE1/Q8AzZlg+4J8xw=,V+bPbwfy5EkmpDQ3SdWUr5RYC0OysIObjmVPQKm3Dgs=
20,100,45961436,RRF6/5CxUwQiOPcNxIUC0eZFWgUO0Yf4w9EPvp3xF/4=,Of88gqQeFmz+F35yXnrggGXEO8nXGaeIPkX4zxApKiY=,FpYzS9NUTmSGMZpb5E8e46eXE1V+x9e9i/KnotAw/Bc=,l6njdiOys0bZbT/bMyU+48bCs1tErjmrl3CuXG9bE3o=,utu56YFD7+uw54knDniyxFSXR61nlwdz+uc/rBRrbzw=,5kWYalPTT4+55wV8yYDq4BH2okaOue0j3E8+JX1ht64=,TRJIb/knohNCiAfZEM31Z3MJOZPXPQ6qEyToGVFtum8=,tPTX7jajiL+jYZoH9pe9RhGaHDK1uLQk9Utnh5YlhJc=,4mbU3hZ6uUuBPkLSrEoxst10eSrJeWVxW5E4TzdWrb4=,qN35xVxsOsoz2qhhCLDRR4y83funDpvZwv6P0s/t3sY=,jIvBiwjsoQED29yMM7rrzOs+tA+OWb5CtPHruCzXrEM=,cwSffx0W6+UzQqCn9032ISzaDX+lpcJntVPJSGcpcXA=,8frNMsmBiEGVTOPYtzhYt0oz6JGuLFESXfexsSEJSjk=,Hs2gI/gZDJNLg+68MzqmsYL4E5NujNjwnzDzZhh3ODQ=,yMfs20+DoG+Ei/bCioyYRYXBRYim21ICEKc6DAWbAm8=,Wg6wtshIGOhAYggNmdws9c3FKcnpeskA844Oh0mzit0=,M0WxZ1XqUWH1jOUTV5p7IJMOWHacqv7ivgsBB+D6Hps=,MjSlYUZ5E+MqoXRe+OLVWgvWGsAJ/PYgQGeGu9dBY8s=,edjkuDBTUs8zGQwcccTVf2ROn5rYsa5XUdCMT2fUT+U=,Gq86iCbZklSTjBEF9uJmexLRcN20FmGOA/Gl+WMyS7E=,6hFEn88hjpo/3pFDsvDSw+Ee1BqcJ3NZxQhR2OKZE3E=,U2O5YkuHq4dyBhkA8y7NmeY07mbA9U41/n9gN8P9vpA=,avs4fnGADUKEi/b7GJyN4HrqhmUq8pd1NbAkCYweQ6E=,hBDmPz66+x/TJRdRH0NuwoMjI3KP3KiYvokMFP6R6xY=,91ZO4IhNJcp+PFQf6VlAQvpvOYanF1YkfVqx8VEcOFg=,yzK0vkmjAE0vEC/eOoM83flfIk8D5pPmfb14YLsWry8=,Oq9gP22Y2qjoE5y5DJ91KagLdrPpPW6TS44LEPtKuoU=,uAXzwj06HNcyX/Fycg4b4F500LpUhN9F4tbgTNusG10=,R4KBwOQxT/vfAp/o4Ck8nnKLXPj+7+xG6FehgZVth94=,Ur36s5VZ/+++Xrgnxq++wECSupgBMf79Tl6FUDSRmE0=
21,100,24014761,p8lEinFezrAy6Z8ZdSoz9ng3Sq9lTEMxgFLziH+kJ6s=,/7/m9LM+W5L3k/9S0nTHp25R39jclZldVT/S8BUg4YM=,dYAhtcHW5nB5AsLs+Sek25We+ZkflAQ7IkRZv24Pqdg=,iiuhhokwY9LPbtcOq1QEFMKsFQZdx8wqkUPySi4Q6o0=,gFQFQx4l0gCk53ZzYIMZLHZcy7zD4f4gFnxPgRk/FGU=,OoKDDOJILY5i9m7nQ+SM5uIM3qBjPu2VypjP7cMuzKc=,WwGWoMefUGkgmPmiUJZj2wYEke8SabqTQga+r3YFvKg=,SxQZo9BNSZyVixi4YojIlZ5pT/CFgTyCAxfnRGr6uj8=,ZoxK0pmvi+01hvxuXYDW5Q3xK6AP7brXItLjTI/5HE8=,Ol4OjCCYPNfqlRBBlPsEm135uVE3Aq/FHfHiXmvOFuk=,GDN+KAyMxhMz/6EzrYIspMLGN7PeqKseqEVHkb7Clys=,y0xTl3vTvgrwC6FBBeypJkq49VtBcAPJdVOjHm4VBzw=,z4XGNB6QL6e91Bms2T71r59Wyu3nl/Bh47D+ilkDn+Q=,+qbFFolcZ6sMVqSElYMX0Ti9IKtGQb5oG5jxclQuMbI=,Zgr0EwitDMqwvHLYOcXngNhEFdW0UiuV3PTrGfkrTd8=,ZKLtY2l++i1GLZ71Z1R6b1rstqi6DGjzLg3UPKKpE5Q=,kzOy9IPb0n6r/VcJ0A38PEGkHtlU6IWFLoG5jr2lN78=,gZ8y1KCg/JXmpWcBwcuthMhp8lv+zJvTcF+t0535Eeo=,1sHXFykcmgC5082B9SfHnXZQyKEcwa4N/X0nmfxSJVE=,hGYcXUkvhGlEKvl9AJTX8ejnT5vJsgpp0FqRoaDhQSM=,+YB6a6hllQYtGeX/I9B3KaHtX9p9FF9RvbnLvuXvoNY=,RauyMEpoZVbmr1a7sS9dHBhCHi/AeiizuRfFfFjN61w=,Ge100jBMBBiwTHT8+2iR+zdSN3aUWUPlRLXfhllgDDA=,2DzPUFWEMpxc4G2pMVN1RrUdcqO28ho2DtIoGc/rzIo=,okBJKCHT4DWJbVDu1viuDDTb8SujaI6VYTjOATe34T0=,PqklFjmnU33yTntl4DDKzwPDh9nPgelx3mtT4ChqddQ=,5dxOCaaQfMU2hrNpwnF0S34Jnz5cot/JweAXWQ3WFtw=,XiVfB7rA7tmk3o+GXgHtX+70+KiOb9UHss7pxg9Oz50=,oVxpnwGRqS0k53hN/CZkJ34EU2uoTzQTKOKS6I5uHqE=,JV+lB//Hl7zTU8mwV6IUMzyPSk15bFtZaXZkD40sKTU=
22,100,91273498,vzP8IBLz5zNtfbviYGhCsD2risZ0NKWMLJ6I6WSjRAA=,yd42H66qzt9cApelc+obxAIKhY3rCxFzNSYI/Tcr/u0=,mUxatbYGQrHdpzwMcLPKLJGHFQ6DbTSuwGy7y8EpqKM=,0RbpYoTopJsz0/rqwgrIIUolH4OLePSjDnXeHfMjJww=,1+ETmXDT3w7FZTijxLu0GyTiwRKKHqQurOsLWw184jE=,Sj6uCbw9InFT0I2S4L0SNRd50NELQKd1u65OjKs2Dn0=,mwsTDpAL2QsZh0fTUJ2HHx1ec5ccx9HCh5L+gB9QFVk=,UfFCtwdPjXFrdrZ/hKUiuUvy0TI9AVPPXN354VJCltE=,CnjHk012phE0LPnYjClhpEqJUMbQo/CzB6UrF+whtSE=,DmNn288iasEpRvqsZXqyMnVMNEoaWSQPlsH3mdQTFKU=,2aMZR+3HFKzaI1ufg3DBa/SrBbcg8Q0sLZ1LFdw3HQc=,qc5z3fq0TW+ZbGVEtGcVvrBPssCOYHAeDJoF1q0aj54=,iKcvkDQp4VCcxGs+9Puj98tHaK/ZLohEGnxzH1LSTlk=,ZcojGtmb7UHd2YNuJASMKpYno6kskj7U+gAv2iOW4iY=,GZTJz7NtWl8/D1bE6sL7N6M44I6YYup1FgzFV6UKwF4=,w2BFvr1gn7CW9R4gM1lJe083knC5XlmgwHqbN2ER8IY=,Niziq8h9o0wYSNDv1KXkCny8CBlYxsfpz0hfXC+crJs=,7Z33PVvcyn4u4tQHB+b5ETBXPJeA1qBJ1wBU/geckL4=,pEr2uKz0C/Cl1oxAd6cA9Iq0B75XD62YLISYnkQjZ5I=,SWWpYbtpS2e0e0etwFLj6+4mjuekmAqtKX6+xeRAzdA=,xDQMx63AQOSngB7t7PlKN3Lw0416oyG3y+/4oudFkq8=,KTJ5v2UIDwTsuhztLh/+EdlTDcEjJFmNxay0Ld35Umw=,GUny4v0CZ/hoA03ah/uFVjBxEI1yujHU7Aw5QCb2tXc=,Y+sXuEaCPu29FyxOPqwOsjcgGu1L9myYPashlwKg0GU=,uOolWapuxtdFvDhqN63+KZgZp41PJSRxBw2t7jdLHlU=,dSLr6T9M5If1uIOuburrVrITzJrT4DUTWUI3g/0BfOs=,S717YDNHeHH/fLokNWz36cXzgLjEUp1BICf3uPx6ZPc=,qtoVKcdiQ3lvdTicV0l+fufHJj43bZHj2J7T2RXso88=,rpCjXX4OGw8m0hdVpI1XRsaWGs9CXR3h/a4TBNkSmB4=,XvfqyV3mKwk/7nv9VpSATVEnKD1lPaarZuvKXM1Tz94=
